date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.78,0.1113
2014-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.41,0.9201
2014-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.75,1.8313
2014-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.62,5.8352
2014-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.12,1.7416
2014-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.34,1.6288
2014-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.12,1.3107
2014-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.34,0.6239
2014-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.56,0.5028
2014-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.78,0.6738
2014-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.34,0.613
2014-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.68,0.0953
2014-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.38,8.3787
2014-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.0,2.5401
2014-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.04,0.8521
2014-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.0,1.8345
2014-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.38,5.9798
2014-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.19,1.861
2014-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.99,1.692
2014-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.56,1.6317
2014-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.5,0.4901
2014-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.4,0.6161
2014-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.23,0.5923
2014-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.74,0.1043
2014-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.2,8.2891
2014-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.75,0.8051
2014-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.49,1.7488
2014-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.85,6.1398
2014-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,1.6242
2014-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.95,1.2532
2014-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.4,1.5962
2014-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.13,0.5791
2014-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.25,0.4557
2014-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.03,0.5651
2014-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.38,0.6142
2014-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.82,0.115
2014-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.06,2.8128
2014-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.24,0.7347
2014-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.0,1.6826
2014-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,45.0,6.3099
2014-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.19,1.5691
2014-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.19,1.2886
2014-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.69,1.6392
2014-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.06,0.4291
2014-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.19,0.4473
2014-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.88,0.544
2014-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.8,0.5328
2014-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.98,0.558
2014-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.25,0.5959
2014-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.83,0.1164
2014-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.1,2.8181
2014-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.45,0.7641
2014-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.53,1.7568
2014-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.1,6.4635
2014-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,1.6124
2014-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.65,1.2128
2014-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.38,1.8759
2014-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.1,0.4346
2014-08-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.13,0.4388
2014-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.19,0.5971
2014-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.39,0.4831
2014-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.41,0.6284
2014-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.23,0.6028
2014-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.1154
2014-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.82,2.9669
2014-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.66,0.8066
2014-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.13,1.8711
2014-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.19,1.7371
2014-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.25,1.4607
2014-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.63,2.2273
2014-09-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.16,0.4503
2014-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.63,0.3748
2014-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.58,0.502
2014-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.17,0.5848
2014-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.25,0.596
2014-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.79,0.1108
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.17,9.4196
2014-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.83,2.7809
2014-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.7,0.7993
2014-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.67,1.7768
2014-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,1.6127
2014-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.67,1.6365
2014-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.84,1.9408
2014-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.7,0.5189
2014-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.65,0.5108
2014-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.5738
2014-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.3,0.6018
2014-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.1134
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.5,9.4462
2014-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.15,2.6799
2014-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.68,0.7949
2014-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.0,1.8193
2014-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.4,1.5954
2014-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.78,1.2287
2014-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.05,1.8263
2014-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.48,0.487
2014-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.407
2014-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.5473
2014-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.1,0.5754
2014-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1123
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,61.3,8.6025
2014-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.7718
2014-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.8,1.7963
2014-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.8,6.708
2014-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,1.6139
2014-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.3,1.3051
2014-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.6,1.6279
2014-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.3,2.1471
2014-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.3,0.4631
2015-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.4069
2015-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.5473
2015-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.2,0.5894
2015-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1123
2015-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.7718
2015-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.4,1.74
2015-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.8,6.5672
2015-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.3,1.5857
2015-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.8,1.2349
2015-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.0,1.9646
2015-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.5,0.3508
2015-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.3,0.3033
2015-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.5142
2015-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.5274
2015-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.1187
2015-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.7252
2015-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.3,1.6217
2015-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.9,6.1837
2015-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,1.5294
2015-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.8,1.1603
2015-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.8,1.9514
2015-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.4338
2015-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.5258
2015-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.1,0.539
2015-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.1183
2015-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.6836
2015-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.4,1.7616
2015-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.0,6.3101
2015-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.1,1.5907
2015-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.0,1.1831
2015-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.3,1.2226
2015-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.7,0.4864
2015-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.0,0.3945
2015-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.5392
2015-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.5261
2015-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1052
2015-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,65.4,8.6011
2015-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.7,0.7496
2015-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.7,1.6702
2015-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.1,6.3259
2015-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.7,1.5387
2015-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.1,1.1968
2015-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.6,1.6571
2015-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.1,1.1968
2015-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.6,0.3404
2015-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.7,0.6153
2015-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.5237
2015-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1047
2015-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.8,8.8761
2015-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.2,0.6808
2015-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.2,1.5972
2015-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.7,6.3756
2015-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.9,1.5579
2015-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.2,1.2044
2015-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.3,1.7412
2015-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.4,1.2306
2015-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.7,0.474
2015-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.8,0.3587
2015-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.5252
2015-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.5124
2015-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.1153
2015-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.8,2.7927
2015-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.3,0.679
2015-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.5,1.6013
2015-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.3,6.0594
2015-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.0,1.6654
2015-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.0,1.1529
2015-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.3,1.4476
2015-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.9,0.3715
2015-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.0,0.3843
2015-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.9,0.4994
2015-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.3,0.4226
2015-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.5122
2015-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.4,0.5635
2015-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.1024
2015-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.4,0.6915
2015-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.6,1.6136
2015-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.0,6.0189
2015-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.0,1.6648
2015-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.8,1.255
2015-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.0,1.2806
2015-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.9,0.3714
2015-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.6,0.461
2015-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.6,0.461
2015-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.0,0.5123
2015-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.0,0.5123
2015-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.9,0.1153
2015-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.0,0.6403
2015-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.6,1.6137
2015-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,50.8,6.5059
2015-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.2,1.6905
2015-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.8,1.2551
2015-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.8,1.3831
2015-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.3,0.6788
2015-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.7943
2015-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.7059
2015-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.5035
2015-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.19,0.1525
2015-10-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,23.0,2.9467
2015-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,11.71
2015-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,22.0,2.8186
2015-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,2.1204
2015-10-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,4.87,0.6239
2015-10-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.9519
2015-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.7585
2015-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,1.9833
2015-10-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,10.78,1.3811
2015-10-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,14.3,1.8321
2015-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.8,1.3837
2015-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,10.13,1.2978
2015-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,8.75,1.121
2015-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.7841
2015-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.6968
2015-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.497
2015-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.2,0.1518
2015-11-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,22.5,2.8455
2015-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,11.5591
2015-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,22.5,2.8455
2015-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,2.093
2015-11-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,4.87,0.6159
2015-11-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.9396
2015-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.7487
2015-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,1.9577
2015-11-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,10.78,1.3633
2015-11-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,14.3,1.8085
2015-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.8,1.4923
2015-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.13,1.4076
2015-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.35,0.8133
2015-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.51,0.7057
2015-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.5033
2015-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.18,0.1511
2015-12-15,,,National Average,,,"meat, fish and eggs",Fish (tilapia),KG,actual,Retail,EGP,22.5,2.8818
2015-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,82.4,10.5537
2015-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,23.5,3.0098
2015-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,2.1197
2015-12-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,4.87,0.6237
2015-12-15,,,National Average,,,milk and dairy,Milk,L,actual,Retail,EGP,7.43,0.9516
2015-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.7582
2015-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,1.9827
2015-12-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,10.78,1.3807
2015-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,12.8,1.6394
2015-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,13.65,1.7483
2015-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.13,1.4255
2015-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.28,0.292
2016-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.35,0.6853
2016-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.76,0.7379
2016-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.5034
2016-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.18,0.1512
2016-01-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,89.4,11.4521
2016-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.5,3.2666
2016-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,2.1201
